OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01000520,Sample-Routine,Water,Surface Water,2010-05-03,14:40:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"L-1270205 x=DIC received BROKEN..  LC8097 deleted, WSC emailed, paa, 5/8/10",,Falling stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-82560017,,,Phosphorus,Dissolved,0.097,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2010-05-19,,,Laboratory Reporting Level,0.006,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01000520,Sample-Routine,Water,Surface Water,2010-05-03,14:40:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"L-1270205 x=DIC received BROKEN..  LC8097 deleted, WSC emailed, paa, 5/8/10",,Falling stage,Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-82560070,,,Nitrogen,Suspended,0.677,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2010-06-16,,,Laboratory Reporting Level,0.034,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01100956,Sample-Routine,Water,Surface Water,2011-05-26,10:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"A-1510064 TPCN VOL FILTERED = 15mL L-1510064 Received May 28, 2011",,"Stable, low stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-88012963,,,Phosphorus,Total,0.350,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2011-06-29,sample was diluted,,Long Term Method Detection Level,0.004,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01100956,Sample-Routine,Water,Surface Water,2011-05-26,10:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"A-1510064 TPCN VOL FILTERED = 15mL L-1510064 Received May 28, 2011",,"Stable, low stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-88012964,,,Phosphorus,Dissolved,0.082,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2011-06-23,,,Long Term Method Detection Level,0.0030,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01100956,Sample-Routine,Water,Surface Water,2011-05-26,10:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"A-1510064 TPCN VOL FILTERED = 15mL L-1510064 Received May 28, 2011",,"Stable, low stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-88013053,,,Nitrogen,Suspended,0.873,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2011-06-15,,,Long Term Method Detection Level,0.017,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01101028,Sample-Routine,Water,Surface Water,2011-06-07,10:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"A-1640005 TPCN Vol filtered = 10mL L-1640005 Received June 11, 2011",,"Stable, high stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-88098631,,,Phosphorus,Total,0.408,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2011-07-14,sample was diluted,,Long Term Method Detection Level,0.004,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01101028,Sample-Routine,Water,Surface Water,2011-06-07,10:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"A-1640005 TPCN Vol filtered = 10mL L-1640005 Received June 11, 2011",,"Stable, high stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-88098632,,,Phosphorus,Dissolved,0.105,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2011-06-28,,,Long Term Method Detection Level,0.0030,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01101028,Sample-Routine,Water,Surface Water,2011-06-07,10:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"A-1640005 TPCN Vol filtered = 10mL L-1640005 Received June 11, 2011",,"Stable, high stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-88098721,,,Nitrogen,Suspended,0.703,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2011-06-29,,,Long Term Method Detection Level,0.017,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01200012,Sample-Routine,Water,Surface Water,2011-10-04,11:40:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"L-2840023 corrected expired proposal to CL12001 to complete log in,paa,10/11/11",,"Stable, high stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-88848191,,,Phosphorus,Total,0.274,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2011-11-08,sample was diluted,,Long Term Method Detection Level,0.004,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01200012,Sample-Routine,Water,Surface Water,2011-10-04,11:40:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"L-2840023 corrected expired proposal to CL12001 to complete log in,paa,10/11/11",,"Stable, high stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-88848192,,,Phosphorus,Dissolved,0.105,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2011-10-18,,,Long Term Method Detection Level,0.003,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01200012,Sample-Routine,Water,Surface Water,2011-10-04,11:40:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"L-2840023 corrected expired proposal to CL12001 to complete log in,paa,10/11/11",,"Stable, high stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-88848243,,,Nitrogen,Suspended,0.386,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2011-11-29,,,Long Term Method Detection Level,0.017,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01100918,Sample-Routine,Water,Surface Water,2011-04-26,16:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-1190149 TPCN VOL FILTERED = 10mL,,Rising stage,Routine sample,,,40,USGS parameter code 82398,Multiple verticals,,Grab sample,NWIS-87933905,,,Phosphorus,Total,0.381,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2011-05-10,sample was diluted,,Long Term Method Detection Level,0.004,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01100918,Sample-Routine,Water,Surface Water,2011-04-26,16:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-1190149 TPCN VOL FILTERED = 10mL,,Rising stage,Routine sample,,,40,USGS parameter code 82398,Multiple verticals,,Grab sample,NWIS-87933906,,,Phosphorus,Dissolved,0.088,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2011-05-10,,,Long Term Method Detection Level,0.0030,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01100918,Sample-Routine,Water,Surface Water,2011-04-26,16:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-1190149 TPCN VOL FILTERED = 10mL,,Rising stage,Routine sample,,,40,USGS parameter code 82398,Multiple verticals,,Grab sample,NWIS-87933957,,,Nitrogen,Suspended,0.583,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2011-05-09,,,Long Term Method Detection Level,0.017,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01100569,Sample-Routine,Water,Surface Water,2011-03-08,10:45:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-0700011 TPCN VOL FILTERED = 10mL,,"Stable, low stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-86774288,,,Phosphorus,Total,0.615,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2011-04-05,sample was diluted,,Long Term Method Detection Level,0.004,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01100569,Sample-Routine,Water,Surface Water,2011-03-08,10:45:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-0700011 TPCN VOL FILTERED = 10mL,,"Stable, low stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-86774289,,,Phosphorus,Dissolved,0.123,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2011-03-24,,,Long Term Method Detection Level,0.0030,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01100569,Sample-Routine,Water,Surface Water,2011-03-08,10:45:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-0700011 TPCN VOL FILTERED = 10mL,,"Stable, low stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-86774340,,,Nitrogen,Suspended,0.718,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2011-03-24,,,Long Term Method Detection Level,0.017,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01100728,Sample-Routine,Water,Surface Water,2011-04-05,10:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"A-1010028 TPCN VOL FILTERED = 15mL L-1010028 X = DIC recvd broken   Received April 08, 2011.. WSC emailed, LC8097, pg",,"Stable, low stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-87045000,,,Phosphorus,Total,0.349,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2011-04-26,sample was diluted,,Long Term Method Detection Level,0.004,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01100728,Sample-Routine,Water,Surface Water,2011-04-05,10:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"A-1010028 TPCN VOL FILTERED = 15mL L-1010028 X = DIC recvd broken   Received April 08, 2011.. WSC emailed, LC8097, pg",,"Stable, low stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-87045001,,,Phosphorus,Dissolved,0.105,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2011-04-13,,,Long Term Method Detection Level,0.0030,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01100728,Sample-Routine,Water,Surface Water,2011-04-05,10:30:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"A-1010028 TPCN VOL FILTERED = 15mL L-1010028 X = DIC recvd broken   Received April 08, 2011.. WSC emailed, LC8097, pg",,"Stable, low stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-87045052,,,Nitrogen,Suspended,0.673,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2011-04-27,,,Long Term Method Detection Level,0.017,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01101313,Sample-Routine,Water,Surface Water,2011-07-12,10:25:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"L-1990007 Received July 16, 2011",,"Stable, high stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-88416522,,,Phosphorus,Total,0.391,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2011-08-04,sample was diluted,,Long Term Method Detection Level,0.004,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01101313,Sample-Routine,Water,Surface Water,2011-07-12,10:25:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"L-1990007 Received July 16, 2011",,"Stable, high stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-88416523,,,Phosphorus,Dissolved,0.104,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2011-07-28,,,Long Term Method Detection Level,0.0030,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01101313,Sample-Routine,Water,Surface Water,2011-07-12,10:25:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"L-1990007 Received July 16, 2011",,"Stable, high stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-88416574,,,Nitrogen,Suspended,0.540,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2011-08-09,,,Long Term Method Detection Level,0.017,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01100506,Sample-Routine,Water,Surface Water,2011-02-15,11:50:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-0490026 TPCN VOL FILTERED = 50mL,,"Stable, low stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-86713327,,,Phosphorus,Total,0.164,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2011-02-24,,,Long Term Method Detection Level,0.004,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01100506,Sample-Routine,Water,Surface Water,2011-02-15,11:50:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-0490026 TPCN VOL FILTERED = 50mL,,"Stable, low stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-86713328,,,Phosphorus,Dissolved,0.082,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2011-02-24,,,Long Term Method Detection Level,0.0030,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01100506,Sample-Routine,Water,Surface Water,2011-02-15,11:50:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-0490026 TPCN VOL FILTERED = 50mL,,"Stable, low stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-86713379,,,Nitrogen,Suspended,0.187,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2011-03-02,,,Long Term Method Detection Level,0.017,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01100853,Sample-Routine,Water,Surface Water,2011-05-10,11:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"A-1360110 TPCN VOL FILTERED = ?mL L-1360110 Received May 14, 2011",,"Stable, low stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-87895388,,,Phosphorus,Total,0.240,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2011-06-07,sample was diluted,,Long Term Method Detection Level,0.004,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01100853,Sample-Routine,Water,Surface Water,2011-05-10,11:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"A-1360110 TPCN VOL FILTERED = ?mL L-1360110 Received May 14, 2011",,"Stable, low stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-87895389,,,Phosphorus,Dissolved,0.080,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2011-05-25,,,Long Term Method Detection Level,0.0030,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01100853,Sample-Routine,Water,Surface Water,2011-05-10,11:00:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"A-1360110 TPCN VOL FILTERED = ?mL L-1360110 Received May 14, 2011",,"Stable, low stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-87895440,,,Nitrogen,Suspended,0.389,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2011-06-01,,,Long Term Method Detection Level,0.017,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01200236,Sample-Routine,Water,Surface Water,2011-12-06,10:45:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"L-3460072 Received December 10, 2011",,"Stable, high stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-89186378,,,Phosphorus,Total,0.270,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2012-01-11,sample was diluted,,Long Term Method Detection Level,0.004,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01200236,Sample-Routine,Water,Surface Water,2011-12-06,10:45:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"L-3460072 Received December 10, 2011",,"Stable, high stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-89186379,,,Phosphorus,Dissolved,0.106,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2011-12-28,,,Long Term Method Detection Level,0.0030,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01200236,Sample-Routine,Water,Surface Water,2011-12-06,10:45:00,CST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,"L-3460072 Received December 10, 2011",,"Stable, high stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-89186430,,,Nitrogen,Suspended,0.362,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2012-01-13,,,Long Term Method Detection Level,0.017,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01101084,Sample-Routine,Water,Surface Water,2011-06-21,13:50:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-1740123 TPCN VOL FILTERED = 15mL,,"Stable, high stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-88147491,,,Phosphorus,Total,0.324,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2011-07-20,sample was diluted,,Long Term Method Detection Level,0.004,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01101084,Sample-Routine,Water,Surface Water,2011-06-21,13:50:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-1740123 TPCN VOL FILTERED = 15mL,,"Stable, high stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-88147492,,,Phosphorus,Dissolved,0.102,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00666,,,,,,,,,CL020,USGS,"P, wf, FCC, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2011-07-13,,,Long Term Method Detection Level,0.0030,mg/l as P,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01101084,Sample-Routine,Water,Surface Water,2011-06-21,13:50:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-1740123 TPCN VOL FILTERED = 15mL,,"Stable, high stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-88147581,,,Nitrogen,Suspended,0.639,mg/l,,Accepted,,Actual,,,,,,,,,,,49570,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",,,"USGS-National Water Quality Lab, Denver, CO",2011-07-18,,,Long Term Method Detection Level,0.017,mg/l,,,NWIS
USGS-MO,USGS Missouri Water Science Center,nwismo.01.01101314,Quality Control Sample-Field Replicate,Water,Surface Water,2011-08-02,12:15:00,CDT,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-07022000,,A-2170075 TPCN Vol filtered = 15mL,,"Stable, normal stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US D-96 bag sampler,NWIS-88416687,,,Phosphorus,Total,0.442,mg/l as P,,Accepted,,Actual,,,,,,,,,,,00665,,,,,,,,,CL021,USGS,"P, wu, WCA, persulfate CF color",,,"USGS-National Water Quality Lab, Denver, CO",2011-08-18,sample was diluted,,Long Term Method Detection Level,0.004,mg/l as P,,,NWIS
